cell_id,crime_count_total,crime_burglary,crime_robbery,crime_assault,streetlight_count,bus_count,pred_poisson,pred_nb,pred_rf,pred_llm,pred_gwr,gi_star,kde_intensity,id,gi_z
34,3855,243,112,391,18,0,690.7805266263006,594.991116025726,4403.856,464.4162539998357,464.4162539998357,-0.20627021686966945,1.3024643495696285e-09,34,
35,6486,212,214,784,170,6,4921.597051837679,5477.252498525658,7352.432,4470.757224270212,4470.757224270212,0.05331516871469782,1.505388416539478e-09,35,
36,4560,101,164,578,31,3,1595.2421722269437,1488.6043282652402,5499.604,2366.9094373280814,2366.9094373280814,-0.17425011983518632,1.5408920536948287e-09,36,
37,56,0,1,9,1,0,205.6444167168567,142.01399742344125,88.312,69.10085042603804,69.10085042603804,-0.586530272962337,1.5408022230990374e-09,37,
38,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,49.49955719237079,49.49955719237079,-0.7897808354218646,1.5401513200786512e-09,38,
39,1,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,27.736387304813775,27.736387304813775,-0.7945324808374096,1.5392588066329646e-09,39,
40,31,3,1,3,3,0,298.6311174498829,220.74613203231283,43.1,36.02891131445066,36.02891131445066,-0.7345590103222879,1.5379916870225961e-09,40,
41,602,43,6,41,121,2,2920.7665611093885,3089.468375431966,593.984,801.2177833796093,801.2177833796093,-0.5447928470149824,1.5366404286366283e-09,41,
42,1025,76,11,96,124,0,1904.066777968169,1973.0969491201092,1063.588,661.7686360614726,661.7686360614726,-0.5154696298109435,1.5243983325075375e-09,42,
43,33,2,0,2,53,0,1211.97855480152,1156.6092885582866,37.832,292.025701757795,292.025701757795,-0.7042512179420549,1.3889931093909632e-09,43,
44,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,9.722090779050802,9.722090779050802,-0.7769385505149864,9.671192244194158e-10,44,
45,575,59,16,50,55,0,1235.9349370754965,1183.6885237946672,687.28,1051.9792315941213,1051.9792315941213,-0.3971493782022378,7.920012279414695e-10,45,
46,1356,89,42,107,163,0,2203.7161351987234,2345.288173549021,1432.928,2238.189740327538,2238.189740327538,-0.42895543715493983,1.09224497251488e-09,46,
47,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,351.9464908966977,351.9464908966977,-0.41337346480126075,1.2197861566691577e-09,47,
48,52,0,4,4,18,2,1073.5765075473626,946.1488628068869,57.832,1457.6558557313767,1457.6558557313767,-0.48263618806569125,1.3736944480441432e-09,48,
49,492,23,45,42,7,2,673.9786032904553,545.6372901193218,701.712,1287.99578015834,1287.99578015834,-0.17651892350206796,1.4948474043539756e-09,49,
50,2267,65,67,227,36,0,988.8370104370169,909.2896521033027,2534.776,873.028386777997,873.028386777997,-0.16097975876474527,1.5501304329382522e-09,50,
51,83,1,1,4,0,0,141.6115858519445,91.36275810818272,76.976,147.65525530147136,147.65525530147136,-0.4893569838336243,1.5509165345356498e-09,51,
52,82,3,5,2,3,0,298.6311174498829,220.74613203231283,72.492,99.41707510728699,99.41707510728699,-0.7857569194843761,1.5499795660008038e-09,52,
53,5,0,0,1,7,0,433.6638248348592,343.1271261376662,9.516843137254902,35.36463183261112,35.36463183261112,-0.791150679145265,1.5496231877380397e-09,53,
54,19,2,0,0,4,0,336.73886937614986,254.426460514629,14.8846,35.9621158158555,35.9621158158555,-0.7709454842251098,1.5490928675116799e-09,54,
55,549,46,11,34,154,0,2137.779477621615,2262.5479077341315,550.832,805.7012836941702,805.7012836941702,-0.6881555541921008,1.5485219173690967e-09,55,
56,900,55,9,72,112,2,2802.750159505921,2942.4221151982188,934.004,744.2600677028832,744.2600677028832,-0.5365737846745802,1.5464430680478741e-09,56,
57,164,10,2,16,21,2,1161.7174168874546,1038.6652707612177,178.404,266.5450633569268,266.5450633569268,-0.6727448123038469,1.4997202370704351e-09,57,
58,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,9.793757827139075,9.793757827139075,-0.7542933214625243,1.2090687658419673e-09,58,
59,1297,103,93,117,158,3,3780.555418225711,4128.95022318461,1536.912,3009.850212485724,3009.850212485724,-0.3971493782022378,1.1051099867252092e-09,59,
60,1498,119,38,114,118,0,1854.3184182298396,1912.2908183213526,1548.74,1635.653501747657,1635.653501747657,-0.3108492236280154,1.362317908034103e-09,60,
61,887,60,58,60,60,0,1294.153520150333,1249.892934853518,970.964,1002.2384124242301,1002.2384124242301,-0.45241401091817085,1.4164123331991226e-09,61,
62,116,2,10,13,22,0,765.5928430415294,671.9106929562844,160.16,562.5973973336589,562.5973973336589,-0.4966770862305448,1.4952921505373328e-09,62,
63,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,267.68777581342874,267.68777581342874,-0.3964644563405377,1.54698685753969e-09,63,
64,2,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,169.01935226153887,169.01935226153887,-0.5000588879226895,1.5491539955182387e-09,64,
65,16,0,1,2,0,0,141.6115858519445,91.36275810818272,15.965247619047613,69.30788824410035,69.30788824410035,-0.7858425347170886,1.5471153537733687e-09,65,
66,27,8,0,0,8,0,462.0448436741997,369.83347442664297,29.244,36.359102833878225,36.359102833878225,-0.7913219096106902,1.5468414140707635e-09,66,
67,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,11.226662253938017,11.226662253938017,-0.7945752884537659,1.5467013361477124e-09,67,
68,2,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,3.2522865146806907,3.2522865146806907,-0.7530090929718364,1.5465302571418116e-09,68,
69,401,19,0,35,143,0,2054.7390470308205,2159.006843342087,410.148,761.9113925583677,761.9113925583677,-0.6877702856448944,1.5463730919402518e-09,69,
70,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,5.805816398432995,5.805816398432995,-0.681477566040524,1.5350594655179725e-09,70,
71,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,9.617910529823007,9.617910529823007,-0.7839589995974131,1.400449706243546e-09,71,
72,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,11.50313539108933,11.50313539108933,-0.7909794486798399,9.734686928765616e-10,72,
73,1969,162,57,140,217,0,2568.535276887754,2810.97990979948,2000.576,2796.4926895207464,2796.4926895207464,-0.0886348871226639,1.3623630934540709e-09,73,
74,1912,145,40,130,293,0,3017.132755221618,3400.278022058743,1889.268,3675.859863970846,3675.859863970846,-0.17831684338903103,1.4907089522329457e-09,74,
75,1448,91,50,125,129,6,4246.492478736749,4600.477821249474,1496.82,3981.7448685948493,3981.7448685948493,-0.34338301205877386,1.519272876562876e-09,75,
76,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,319.1813243599448,319.1813243599448,-0.7017683761933918,1.5457497094259812e-09,76,
77,0,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,197.46063909698466,197.46063909698466,-0.6809210670278927,1.5485000642374995e-09,77,
78,4,0,0,0,0,0,141.6115858519445,91.36275810818272,0.8355824284586731,64.54895117635562,64.54895117635562,-0.792306484786884,1.5454546304866606e-09,78,
